Data da atividade,Nome da atividade,Tipo de atividade,Descrição da atividade,Tempo decorrido,Distância,Frequência cardíaca máxima,Esforço relativo,Deslocamento,Observação privada da atividade,Equipamento da atividade,Peso do atleta,Peso da bicicleta,Tempo decorrido,Tempo de movimentação,Distância,Velocidade máx.,Velocidade média,Ganho de elevação,Perda de elevação,Elevação mínima,Elevação máxima,Inclinação máxima,Inclinação média,Inclinação positiva média,Inclinação negativa média,Cadência máxima,Cadência média,Frequência cardíaca máxima,Frequência cardíaca média,Máximo de watts,Média de watts,Calorias,Temperatura máxima,Temperatura média,Esforço relativo,Total de trabalho,Número de corridas,Tempo de subida,Tempo de descida,Outro tempo,Percepção de esforço,Tipo,Hora de início,Média ponderada de potência,Contagem de potência,Usar Percepção de esforço,Percepção de esforço relativo,Deslocamento,Peso total levantado,Da atividade carregada,Distância ajustada à inclinação,Tempo de observação do clima,Condição climática,Temperatura atmosférica,Temperatura aparente,Ponto de orvalho,Umidade,Pressão atmosférica,Velocidade do vento,Rajada de vento,Direção do vento,Intensidade da precipitação,Hora do nascer do sol,Hora do pôr do sol,Fase da lua,Probabilidade de precipitação,Tipo de precipitação,Nebulosidade,Visibilidade,Índice UV,Previsão de ozônio,Contagem de pulos,Garra total,Fluxo médio,Sinalizado,Velocidade média (tempo decorrido),Distância na terra,Distância recém-explorada,Distância de terra recém-explorada,Contagem de atividades,Total de passos,Economia de carbono
15 de dez de 2021 08:41:56,Corrida matinal,Corrida,,3668,"8,04",,,false,,Olympikus destruí pé ,,,3668.0,2835.0,8045.5498046875,10.170670509338379,2.8379364013671875,110.03382110595703,109.23400115966797,694.5999755859375,752.5999755859375,20.61025619506836,0.009943384677171707,,,,,,,,,860.299560546875,,,,,,,,,4.0,,,,,0.0,31.0,0.0,,1.0,8315.7001953125,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.1934432983398438,6582.60009765625,,,,,
16 de dez de 2021 08:39:41,Corrida matinal,Corrida,,1800,"4,52",,,false,,,,,1800.0,1340.0,4528.14013671875,7.558007717132568,3.379209041595459,89.78317260742188,89.3832015991211,681.0,726.0,29.753808975219727,0.008833648636937141,,,,,,,,,506.9908752441406,,,,,,,,,6.0,,,,,0.0,35.0,0.0,,1.0,4900.60009765625,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.5156333446502686,2191.89990234375,,,,,
17 de dez de 2021 08:39:40,Corrida matinal,Corrida,,1728,"4,52",,,false,,,,,1728.0,1267.0,4522.990234375,10.187002182006836,3.5698423385620117,59.19306182861328,58.993099212646484,692.0,726.5999755859375,15.7106351852417,0.004421853460371494,,,,,,,,,483.0721130371094,,,,,,,,,6.0,,,,,0.0,33.0,0.0,,1.0,4669.39990234375,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.617471218109131,3730.800048828125,,,,,
18 de dez de 2021 08:42:35,Corrida matinal,Corrida,,1505,"4,49",,,false,,,,,1505.0,1308.0,4490.81005859375,7.941015720367432,3.4333410263061523,75.11544036865234,74.81539916992188,694.5999755859375,752.5,11.604646682739258,0.006680309306830168,,,,,,,,,485.4205322265625,,,,,,,,,5.0,,,,,0.0,23.0,0.0,,1.0,4692.10009765625,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.983927011489868,3443.89990234375,,,,,
19 de dez de 2021 09:00:18,Corrida matinal,Corrida,,3714,"8,09",,,false,,,,,3714.0,2894.0,8092.169921875,8.22802734375,2.7961885929107666,108.04164123535156,107.44200134277344,690.7999877929688,732.9000244140625,43.33882141113281,0.007414574734866619,,,,,,,,,872.134765625,,,,,,,,,5.0,,,,,0.0,52.0,0.0,,1.0,8430.099609375,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.178828716278076,7092.2001953125,,,,,
21 de dez de 2021 08:47:57,Corrida matinal,Corrida,,1288,"4,5",,,false,,,,,1288.0,1223.0,4500.66015625,9.25333309173584,3.68001651763916,53.150569915771484,53.85060119628906,694.5999755859375,732.7999877929688,14.051458358764648,-0.015553274191915989,,,,,,,,,477.1648254394531,,,,,,,,,5.0,,,,,0.0,22.0,0.0,,1.0,4612.2998046875,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.4943013191223145,4059.0,,,,,
22 de dez de 2021 08:46:45,Corrida matinal,Corrida,,1440,"5,54",,,false,,,,,1440.0,1315.0,5540.5400390625,18.1199951171875,4.213338375091553,115.72129821777344,115.82099914550781,694.5,752.5999755859375,41.40108108520508,-0.0018048782367259264,,,,,,,,,610.8181762695312,,,,,,,,,5.0,,,,,0.0,23.0,0.0,,1.0,5904.2001953125,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.847597360610962,3823.60009765625,,,,,
23 de dez de 2021 08:48:51,Corrida matinal,Corrida,,1358,"4,54",,,false,,,,,1358.0,1217.0,4545.68017578125,7.993994235992432,3.735152244567871,52.87550354003906,53.47549819946289,694.7000122070312,725.0999755859375,14.569677352905273,-0.013199345208704472,,,,,,,,,479.1614990234375,,,,,,,,,5.0,,,,,0.0,21.0,0.0,,1.0,4631.60009765625,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.347334384918213,3716.89990234375,,,,,
24 de dez de 2021 08:40:20,Corrida matinal,Corrida,,1404,"4,27",,,false,,,,,1404.0,1199.0,4274.009765625,6.528360843658447,3.564645290374756,55.75756072998047,55.55759811401367,694.5999755859375,732.7999877929688,17.069629669189453,0.004679446574300528,,,,,,,,,456.2462463378906,,,,,,,,,5.0,,,,,0.0,21.0,0.0,,1.0,4410.10009765625,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0441665649414062,4007.39990234375,,,,,
26 de dez de 2021 09:11:03,Corrida matinal,Corrida,,1142,"3,72",,,false,,,,,1142.0,1039.0,3719.419921875,8.425976753234863,3.5798075199127197,37.07916259765625,37.27920150756836,694.7000122070312,724.0999755859375,22.590726852416992,-0.005377182736992836,,,,,,,,,391.7835388183594,,,,,,,,,6.0,,,,,0.0,27.0,0.0,,1.0,3787.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.2569351196289062,2927.300048828125,,,,,
27 de dez de 2021 08:51:02,Corrida matinal,Corrida,,1398,"4,88",,,false,,,,,1398.0,1277.0,4885.2900390625,13.560601234436035,3.825599193572998,91.54701232910156,92.74700164794922,680.7999877929688,721.5,49.858211517333984,-0.024563536047935486,,,,,,,,,543.9759521484375,,,,,,,,,6.0,,,,,0.0,33.0,0.0,,1.0,5258.10009765625,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.4944849014282227,2736.5,,,,,
28 de dez de 2021 08:41:52,Corrida matinal,Corrida,,1325,"4,35",,,false,,,,,1325.0,1178.0,4354.85009765625,7.597998142242432,3.6968166828155518,69.8330078125,74.93299865722656,689.7999877929688,732.7999877929688,36.99070739746094,-0.11711080372333527,,,,,,,,,474.9095153808594,,,,,,,,,5.0,,,,,0.0,21.0,0.0,,1.0,4590.5,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.286679267883301,4046.39990234375,,,,,
29 de dez de 2021 08:45:34,Corrida matinal,Corrida,,1362,"4,21",,,false,,,,,1362.0,1244.0,4209.60009765625,8.058008193969727,3.383922815322876,98.77840423583984,99.57839965820312,694.5999755859375,752.0,34.31683349609375,-0.019004181027412415,,,,,,,,,475.45782470703125,,,,,,,,,5.0,,,,,0.0,22.0,0.0,,1.0,4595.7998046875,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0907490253448486,2599.699951171875,,,,,
30 de dez de 2021 08:47:03,Corrida matinal,Corrida,,1462,5,,,false,,,,,1462.0,1236.0,5001.4599609375,12.367016792297363,4.0464887619018555,55.92459487915039,67.42459869384766,685.2000122070312,732.7000122070312,13.310446739196777,-0.22993285953998566,,,,,,,,,528.3336181640625,,,,,,,,,5.0,,,,,0.0,22.0,0.0,,1.0,5106.89990234375,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.420971155166626,3923.300048828125,,,,,
31 de dez de 2021 08:50:52,Corrida matinal,Corrida,,1283,"3,13",,,false,,,,,1283.0,931.0,3135.489990234375,6.845995903015137,3.367873191833496,24.85177230834961,24.751800537109375,694.5999755859375,711.2999877929688,12.461211204528809,0.003189294133335352,,,,,,,,,328.7691955566406,,,,,,,,,6.0,,,,,0.0,24.0,0.0,,1.0,3177.89990234375,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.443873643875122,2719.300048828125,,,,,
3 de jan de 2022 08:47:36,Corrida matinal,Corrida,,1541,"4,63",,,false,,,,,1541.0,1235.0,4634.68017578125,9.940014839172363,3.752777576446533,62.96623229980469,62.76620101928711,687.5,732.9000244140625,34.013771057128906,0.004315292462706566,,,,,,,,,495.75567626953125,,,,,,,,,4.0,,,,,0.0,13.0,0.0,,1.0,4792.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0075795650482178,4224.60009765625,,,,,
5 de jan de 2022 08:47:36,Corrida matinal,Corrida,,1332,"5,06",,,false,,,,,1332.0,1243.0,5059.35986328125,23.203998565673828,4.070281505584717,96.2825698852539,99.28260040283203,694.7000122070312,747.2000122070312,18.579280853271484,-0.05929603800177574,,,,,,,,,563.6323852539062,,,,,,,,,5.0,,,,,0.0,22.0,0.0,,1.0,5448.10009765625,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.7983181476593018,3774.199951171875,,,,,
6 de jan de 2022 08:44:38,Corrida matinal,Corrida,,1632,"4,67",,,false,,,,,1632.0,1404.0,4674.990234375,7.330029487609863,3.3297650814056396,81.27029418945312,81.67030334472656,680.7000122070312,728.2000122070312,36.92267990112305,-0.008556167595088482,,,,,,,,,518.8468017578125,,,,,,,,,5.0,,,,,0.0,25.0,0.0,,1.0,5015.2001953125,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.864577293395996,2153.10009765625,,,,,
7 de jan de 2022 08:44:52,Corrida matinal,Corrida,,3333,"7,61",,,false,,,,,3333.0,2693.0,7617.259765625,16.98193359375,2.828540563583374,163.9016571044922,165.5019989013672,692.7999877929688,755.0999755859375,34.6041374206543,-0.021004928275942802,,,,,,,,,852.1472778320312,,,,,,,,,,,,,,0.0,,0.0,,1.0,8236.900390625,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.2854065895080566,5396.7998046875,,,,,
8 de jan de 2022 08:50:37,Corrida matinal,Corrida,,3061,"5,99",,,false,,,,,3061.0,2142.0,5993.93994140625,6.9580078125,2.7982912063598633,44.23091125488281,44.93090057373047,692.0,711.2999877929688,11.029431343078613,-0.011678461916744709,,,,,,,,,626.0984497070312,,,,,,,,,4.0,,,,,0.0,23.0,0.0,,1.0,6051.89990234375,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.9581639766693115,4306.7998046875,,,,,
10 de jan de 2022 08:49:39,Corrida matinal,Corrida,,1512,"5,66",,,false,,,,,1512.0,1353.0,5667.0498046875,16.172998428344727,4.188507080078125,70.716552734375,73.5166015625,694.7000122070312,732.9000244140625,18.691556930541992,-0.04940842464566231,,,,,,,,,600.85546875,,,,,,,,,4.0,,,,,0.0,15.0,0.0,,1.0,5807.89990234375,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.748048782348633,4488.39990234375,,,,,
11 de jan de 2022 08:57:55,Corrida matinal,Corrida,,1485,"4,65",,,false,,,,,1485.0,1275.0,4651.77001953125,8.72802734375,3.648447036743164,53.648780822753906,51.148799896240234,694.5999755859375,732.9000244140625,15.063111305236816,0.05374298244714737,,,,,,,,,491.85540771484375,,,,,,,,,5.0,,,,,0.0,23.0,0.0,,1.0,4754.2998046875,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.132505178451538,4195.2001953125,,,,,
12 de jan de 2022 08:48:42,Corrida matinal,Corrida,,1710,"4,93",,,false,,,,,1710.0,1487.0,4929.35986328125,11.551676750183105,3.314969539642334,95.96179962158203,95.76180267333984,680.7000122070312,726.2000122070312,34.926456451416016,0.004057322163134813,,,,,,,,,551.6005859375,,,,,,,,,,,,,,0.0,,0.0,,1.0,5331.7998046875,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.88266658782959,2665.60009765625,,,,,
13 de jan de 2022 08:49:30,Corrida matinal,Corrida,,1612,"5,35",,,false,,,,,1612.0,1451.0,5357.919921875,8.065000534057617,3.692570686340332,74.6141128540039,75.21410369873047,694.5999755859375,732.9000244140625,20.41488265991211,-0.01119837537407875,,,,,,,,,572.4570922851562,,,,,,,,,5.0,,,,,0.0,26.0,0.0,,1.0,5533.39990234375,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.3237717151641846,4292.2001953125,,,,,
15 de jan de 2022 08:45:35,Corrida matinal,Corrida,,2537,"8,52",,,false,,,,,2537.0,2412.0,8527.2197265625,10.225000381469727,3.5353314876556396,243.35638427734375,243.3560028076172,688.0999755859375,865.0,49.618412017822266,0.0,,,,,,,,,997.9152221679688,,,,,,,,,5.0,,,,,0.0,43.0,0.0,,1.0,9645.900390625,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.361142873764038,3491.60009765625,,,,,
17 de jan de 2022 08:45:19,Corrida matinal,Corrida,,1759,"4,95",,,false,,,,,1759.0,1403.0,4952.43017578125,9.813989639282227,3.52988600730896,69.44046020507812,69.6405029296875,680.7000122070312,721.5,46.77272033691406,-0.0040384214371442795,,,,,,,,,537.1272583007812,,,,,,,,,5.0,,,,,0.0,25.0,0.0,,1.0,5191.89990234375,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.8154804706573486,2489.89990234375,,,,,
17 de jan de 2022 09:14:55,Caminhada matinal,Caminhada,,2058,"3,44",,,true,,,,,2058.0,1859.0,3447.3701171875,18.105003356933594,1.854421854019165,56.65277862548828,55.152801513671875,694.7999877929688,752.5999755859375,13.404895782470703,0.04351142793893814,,,,,,,,,356.64715576171875,,,,,,,,,4.0,,,,,0.0,20.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.6751070022583008,2050.5,,,,,
18 de jan de 2022 08:51:36,Corrida matinal,Corrida,,1304,"3,98",,,false,,,,,1304.0,1107.0,3988.739990234375,6.514013767242432,3.6031978130340576,46.17502212524414,55.974998474121094,682.9000244140625,724.0999755859375,15.978673934936523,-0.24569162726402283,,,,,,,,,423.73040771484375,,,,,,,,,4.0,,,,,0.0,12.0,0.0,,1.0,4095.800048828125,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.058849573135376,2900.199951171875,,,,,
19 de jan de 2022 08:47:37,Corrida matinal,Corrida,,1299,"4,2",,,false,,,,,1299.0,1216.0,4208.7001953125,7.139990329742432,3.461102247238159,67.92411041259766,69.2240982055664,690.7999877929688,732.7999877929688,40.55015563964844,-0.030888397246599197,,,,,,,,,461.6983337402344,,,,,,,,,5.0,,,,,0.0,21.0,0.0,,1.0,4462.7998046875,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.2399539947509766,3928.0,,,,,
19 de jan de 2022 09:09:39,Caminhada matinal,Caminhada,,2328,"3,84",,,true,,,,,2328.0,2086.0,3839.2900390625,6.8914361000061035,1.8405033349990845,22.68375587463379,27.383800506591797,694.5999755859375,711.2999877929688,24.509822845458984,-0.12241846323013306,,,,,,,,,397.1932067871094,,,,,,,,,4.0,,,,,0.0,23.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.6491795778274536,3454.39990234375,,,,,
20 de jan de 2022 08:45:14,Corrida matinal,Corrida,,1402,"4,44",,,false,,,,,1402.0,1233.0,4447.06005859375,6.999951362609863,3.606699228286743,97.6920166015625,96.79199981689453,694.5999755859375,752.5999755859375,28.83426856994629,0.020238090306520462,,,,,,,,,496.2832946777344,,,,,,,,,4.0,,,,,0.0,13.0,0.0,,1.0,4797.10009765625,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.1719400882720947,2701.89990234375,,,,,
22 de jan de 2022 08:48:25,Corrida matinal,Corrida,,5156,"8,94",,,false,,,,,5156.0,3371.0,8947.8701171875,9.662988662719727,2.6543667316436768,115.91184997558594,116.21199798583984,689.2999877929688,738.9000244140625,46.511356353759766,-0.0033527531195431948,,,,,,,,,967.8408813476562,,,,,,,,,4.0,,,,,0.0,37.0,0.0,,1.0,9355.2001953125,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.7354286909103394,7226.5,,,,,
23 de jan de 2022 08:55:58,Corrida matinal,Corrida,,1388,"4,52",,,false,,,,,1388.0,1292.0,4525.08984375,8.173974990844727,3.5023915767669678,56.38981628417969,53.18980026245117,694.5999755859375,738.9000244140625,20.393327713012695,0.07071682810783386,,,,,,,,,481.79962158203125,,,,,,,,,4.0,,,,,0.0,14.0,0.0,,1.0,4657.10009765625,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.2601511478424072,3941.39990234375,,,,,
23 de jan de 2022 09:19:52,Caminhada matinal,Caminhada,,1732,"3,13",,,true,,,,,1732.0,1575.0,3131.06005859375,11.880399703979492,1.9879746437072754,40.97476577758789,40.87480163574219,688.0,725.7999877929688,22.284334182739258,0.0031938066240400076,,,,,,,,,323.9233703613281,,,,,,,,,4.0,,,,,0.0,17.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.8077714443206787,1675.5,,,,,
24 de jan de 2022 08:48:39,Corrida matinal,Corrida,,1433,"4,62",,,false,,,,,1433.0,1287.0,4624.97998046875,6.841992378234863,3.5936131477355957,65.5804672241211,70.68049621582031,694.7000122070312,729.5999755859375,17.171463012695312,-0.11027074605226517,,,,,,,,,494.05902099609375,,,,,,,,,,,,,,0.0,,0.0,,1.0,4775.60009765625,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.227480888366699,3710.199951171875,,,,,
25 de jan de 2022 08:52:25,Corrida matinal,Corrida,,1745,"4,81",,,false,,,,,1745.0,1406.0,4811.3798828125,6.797999382019043,3.4220340251922607,82.62384796142578,82.22380065917969,680.7000122070312,728.2000122070312,32.798065185546875,0.008313623256981373,,,,,,,,,535.16162109375,,,,,,,,,7.0,,,,,0.0,44.0,0.0,,1.0,5172.89990234375,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.757237672805786,2524.10009765625,,,,,
25 de jan de 2022 09:22:27,Caminhada matinal,Caminhada,,3325,"2,79",,,true,,,,,3325.0,1476.0,2789.530029296875,7.720999717712402,1.889925479888916,64.55226135253906,64.55229949951172,692.9000244140625,755.0999755859375,45.21551513671875,0.0,,,,,,,,,288.5904235839844,,,,,,,,,5.0,,,,,0.0,26.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.8389564156532288,2451.699951171875,,,,,
26 de jan de 2022 08:48:51,Corrida matinal,Corrida,,1854,"6,18",,,false,,,,,1854.0,1705.0,6179.3701171875,7.955956935882568,3.6242640018463135,108.93879699707031,108.93900299072266,694.5999755859375,752.4000244140625,14.379919052124023,0.0,,,,,,,,,668.1425170898438,,,,,,,,,7.0,,,,,0.0,54.0,0.0,,1.0,6458.2998046875,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.332993507385254,4880.5,,,,,
27 de jan de 2022 08:38:34,Corrida matinal,Corrida,,1317,"4,08",,,false,,,,,1317.0,1166.0,4087.25,7.81396484375,3.5053601264953613,47.43335723876953,47.03340148925781,694.7000122070312,724.0999755859375,16.43824577331543,0.009786531329154968,,,,,,,,,431.92401123046875,,,,,,,,,4.0,,,,,0.0,12.0,0.0,,1.0,4175.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.103454828262329,3285.0,,,,,
29 de jan de 2022 08:53:39,Corrida matinal,Corrida,,1545,"4,58",,,false,,,,,1545.0,1319.0,4587.10986328125,6.333984375,3.477717876434326,64.56065368652344,63.660701751708984,694.7000122070312,738.9000244140625,17.32822036743164,0.019620196893811226,,,,,,,,,489.3207702636719,,,,,,,,,5.0,,,,,0.0,23.0,0.0,,1.0,4729.7998046875,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.969003200531006,3626.60009765625,,,,,
30 de jan de 2022 08:41:24,Corrida matinal,Corrida,,1515,"4,65",,,false,,,,,1515.0,1288.0,4651.56982421875,10.28466796875,3.6114673614501953,68.40531158447266,68.3052978515625,694.5999755859375,729.5999755859375,17.042648315429688,0.0021498119458556175,,,,,,,,,503.08026123046875,,,,,,,,,5.0,,,,,0.0,23.0,0.0,,1.0,4862.7998046875,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.070343017578125,3586.699951171875,,,,,
30 de jan de 2022 09:07:01,Caminhada matinal,Caminhada,,1503,"2,7",,,true,,,,,1503.0,1480.0,2701.7099609375,7.169995307922363,1.8254797458648682,13.156018257141113,12.75601863861084,694.5999755859375,703.7000122070312,24.464685440063477,0.014805437996983528,,,,,,,,,279.5050048828125,,,,,,,,,5.0,,,,,0.0,26.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.7975448369979858,1638.0999755859375,,,,,
31 de jan de 2022 08:48:51,Corrida matinal,Corrida,,1537,"4,93",,,false,,,,,1537.0,1322.0,4932.27978515625,12.389989852905273,3.7309226989746094,80.24729919433594,79.94730377197266,689.2999877929688,738.9000244140625,41.68754577636719,0.006082380190491676,,,,,,,,,538.96875,,,,,,,,,5.0,,,,,0.0,23.0,0.0,,1.0,5209.7001953125,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.2090303897857666,3891.800048828125,,,,,
31 de jan de 2022 09:15:04,Caminhada matinal,Caminhada,,4178,"3,66",,,true,,,,,4178.0,1860.0,3668.050048828125,14.091992378234863,1.9720698595046997,65.90714263916016,67.30709838867188,694.5999755859375,752.5999755859375,11.467928886413574,-0.03816741704940796,,,,,,,,,379.4775695800781,,,,,,,,,4.0,,,,,0.0,20.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.8779439926147461,2381.699951171875,,,,,
1 de fev de 2022 08:46:30,Corrida matinal,Corrida,,1704,"4,83",,,false,,,,,1704.0,1379.0,4833.919921875,7.121996879577637,3.505380630493164,75.22468566894531,75.02469635009766,680.7000122070312,721.5,37.51277542114258,0.004137428943067789,,,,,,,,,529.4302368164062,,,,,,,,,4.0,,,,,0.0,15.0,0.0,,1.0,5117.5,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.8368074893951416,2446.10009765625,,,,,
1 de fev de 2022 09:15:26,Caminhada matinal,Caminhada,,1939,"2,77",,,true,,,,,1939.0,1642.0,2770.469970703125,6.133999824523926,1.6872533559799194,60.50482940673828,75.20480346679688,679.7999877929688,755.0999755859375,26.204526901245117,-0.5305958986282349,,,,,,,,,286.6185607910156,,,,,,,,,4.0,,,,,0.0,18.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.4288138151168823,1779.800048828125,,,,,
2 de fev de 2022 08:43:05,Corrida matinal,Corrida,,1519,"4,36",,,false,,,,,1519.0,1243.0,4359.18017578125,8.637988090515137,3.5069832801818848,99.53358459472656,94.33360290527344,694.5999755859375,752.5999755859375,26.062959671020508,0.11928848177194595,,,,,,,,,491.2139892578125,,,,,,,,,7.0,,,,,0.0,39.0,0.0,,1.0,4748.10009765625,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.869769811630249,2550.199951171875,,,,,
2 de fev de 2022 09:08:53,Caminhada matinal,Caminhada,,2345,"3,22",,,false,,,,,2345.0,1952.0,3220.639892578125,8.243173599243164,1.6499179601669312,57.7321662902832,58.53219985961914,694.7999877929688,752.4000244140625,34.126224517822266,-0.02483978495001793,,,,,,,,,333.19085693359375,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.373407244682312,2133.10009765625,,,,,
3 de fev de 2022 08:46:40,Corrida matinal,Corrida,,1797,"5,78",,,false,,,,,1797.0,1613.0,5786.419921875,12.648667335510254,3.58736515045166,85.92108154296875,91.12110137939453,694.5999755859375,766.0,15.308642387390137,-0.08986558020114899,,,,,,,,,618.6807250976562,,,,,,,,,6.0,,,,,0.0,42.0,0.0,,1.0,5980.2001953125,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.2200443744659424,5353.7001953125,,,,,
3 de fev de 2022 09:16:58,Caminhada matinal,Caminhada,,2824,"3,41",,,true,,,,,2824.0,1845.0,3414.989990234375,12.586334228515625,1.8509430885314941,48.027305603027344,50.12730026245117,690.2999877929688,711.7000122070312,47.84711456298828,-0.06149359047412872,,,,,,,,,353.29730224609375,,,,,,,,,7.0,,,,,0.0,58.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.2092740535736084,3269.5,,,,,
4 de fev de 2022 08:49:05,Corrida matinal,Corrida,,1545,"4,69",,,false,,,,,1545.0,1306.0,4694.5400390625,8.134000778198242,3.5945942401885986,63.4981803894043,63.29819869995117,694.5999755859375,738.9000244140625,31.690181732177734,0.004260268062353134,,,,,,,,,500.824951171875,,,,,,,,,6.0,,,,,0.0,34.0,0.0,,1.0,4841.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0385372638702393,3712.300048828125,,,,,
4 de fev de 2022 09:15:15,Caminhada matinal,Caminhada,,2168,"3,04",,,true,,Olympikus destruí pé ,,,2168.0,1817.0,3043.800048828125,5.201882362365723,1.6751788854599,62.93808364868164,62.9380989074707,694.7999877929688,752.5999755859375,14.56312370300293,0.0,,,,,,,,,314.8959045410156,,,,,,,,,6.0,,,,,0.0,47.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.4039667844772339,1966.800048828125,,,,,
7 de fev de 2022 08:43:21,Corrida matinal,Corrida,,1647,"4,87",,,false,,,,,1647.0,1316.0,4869.06982421875,10.47599983215332,3.6999011039733887,63.82020950317383,63.620201110839844,694.7000122070312,738.9000244140625,15.339729309082031,0.004107560962438583,,,,,,,,,517.1708374023438,,,,,,,,,,,,,,0.0,,0.0,,1.0,4999.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.956326484680176,3754.300048828125,,,,,
7 de fev de 2022 09:11:06,Caminhada matinal,Caminhada,,2225,"3,27",,,true,,,,,2225.0,1824.0,3278.610107421875,6.71600341796875,1.7974835634231567,56.301143646240234,56.10110092163086,694.5999755859375,752.5,25.933610916137695,0.006100146099925041,,,,,,,,,339.1881103515625,,,,,,,,,4.0,,,,,0.0,20.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.4735326766967773,2150.199951171875,,,,,
8 de fev de 2022 08:43:52,Corrida matinal,Corrida,,1564,"4,95",,,false,,,,,1564.0,1388.0,4955.580078125,10.330333709716797,3.570302724838257,83.58531188964844,79.58529663085938,680.7000122070312,728.2000122070312,33.290401458740234,0.08071708679199219,,,,,,,,,549.666015625,,,,,,,,,5.0,,,,,0.0,25.0,0.0,,1.0,5313.10009765625,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.168529510498047,2704.89990234375,,,,,
8 de fev de 2022 09:10:15,Caminhada matinal,Caminhada,,2505,"2,64",,,true,,,,,2505.0,1667.0,2648.239990234375,5.754004001617432,1.5886262655258179,63.89280700683594,63.892799377441406,692.9000244140625,755.0999755859375,45.53681182861328,0.0,,,,,,,,,273.9732971191406,,,,,,,,,4.0,,,,,0.0,18.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0571815967559814,2115.699951171875,,,,,
11 de fev de 2022 08:45:21,Corrida matinal,Corrida,,1494,"4,23",,,false,,,,,1494.0,1200.0,4233.89990234375,6.970001220703125,3.528249979019165,99.44080352783203,99.14080047607422,694.7000122070312,752.5999755859375,27.69493865966797,0.007085666060447693,,,,,,,,,441.7225036621094,,,,,,,,,5.0,,,,,0.0,21.0,0.0,,1.0,4609.10009765625,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.8339357376098633,2394.89990234375,,,,,
